ROWNUM;NAME;ADDRESS;X;Y;NAPRAVLENIE;USL_SPEED;GLOBALID;
221;"Комплекс фото-видеофиксации нарушений ПДД";"МКАД, 12 км, МГО № 103";"37.836867";"55.67119";"внешнее кольцо МКАД";"Контроль база";"87815088";
222;"Комплекс фото-видеофиксации нарушений ПДД";"МКАД, 12 км, МГО № 108";"37.836807";"55.669538";"внутреннее кольцо МКАД";"Контроль база";"87815089";
223;"Комплекс фото-видеофиксации нарушений ПДД";"МКАД, 22 км, МГО № 082";"37.762955";"55.606968";"внешнее кольцо МКАД";"Контроль база";"87815090";
224;"Комплекс фото-видеофиксации нарушений ПДД";"МКАД, 22 км, МГО № 088";"37.759732";"55.605522";"внутреннее кольцо МКАД";"Контроль база";"87815091";
225;"Комплекс фото-видеофиксации нарушений ПДД";"МКАД, 32 км, МГО № 357, Чертаново Южное (ЮАО) р-н";"37.608138";"55.575555";"внутреннее кольцо МКАД";"Контроль база";"87815092";
226;"Комплекс фото-видеофиксации нарушений ПДД";"МКАД, 33 км, МГО № 351";"37.611744";"55.575002";"внешнее кольцо МКАД";"Контроль база";"87815093";
227;"Комплекс фото-видеофиксации нарушений ПДД";"МКАД, 43 км, МГО № 221";"37.463867";"55.635547";"внутреннее кольцо МКАД";"Контроль база";"87815094";
228;"Комплекс фото-видеофиксации нарушений ПДД";"МКАД, 52 км, МГО № 200";"37.402697";"55.698942";"внешнее кольцо МКАД";"Контроль база";"87815095";
229;"Комплекс фото-видеофиксации нарушений ПДД";"МКАД, 78 км, МГО № 15";"37.493969";"55.890738";"внутреннее кольцо МКАД";"Контроль база";"87815096";
230;"Комплекс фото-видеофиксации нарушений ПДД";"МКАД, 78 км, МГО № 124";"37.478661";"55.886338";"внешнее кольцо МКАД";"Контроль база";"87815097";
231;"Комплекс фото-видеофиксации нарушений ПДД";"улица Мневники, д12, корп.1";"37.490684";"55.772866";"из центра";"Контроль База + скорость";"87815098";
232;"Комплекс фото-видеофиксации нарушений ПДД";"Мосфильмовская улица, д.11, корп.1";"37.521202";"55.718703";"в центр";"Контроль База + скорость";"87815099";
233;"Комплекс фото-видеофиксации нарушений ПДД";"Нижегородская улица, д.25";"37.693486";"55.737135";"в центр";"Контроль База + скорость";"87815100";
234;"Комплекс фото-видеофиксации нарушений ПДД";"Нижегородская улица, д.34";"37.695757";"55.736722";"из центра";"Контроль База + скорость";"87815101";
235;"Комплекс фото-видеофиксации нарушений ПДД";"улица Нижние Мневники, д.13 А, деревня Терехово";"37.449653";"55.750317";"в сторону ул. Крылатская";"Контроль База + скорость";"87815102";
236;"Комплекс фото-видеофиксации нарушений ПДД";"улица Нижние Мневники, деревня Терехово";"37.452915";"55.751025";"в сторону ул. Народного ополчения";"Контроль База + скорость";"87815103";
237;"Комплекс фото-видеофиксации нарушений ПДД";"Новослободская улица, д.50, корп.1, стр.2";"37.593473";"55.787463";"из центра";"Выделенная полоса";"87815104";
238;"Комплекс фото-видеофиксации нарушений ПДД";"Новослободская улица, д.55";"37.593266";"55.787369";"в центр";"Выделенная полоса";"87815105";
239;"Комплекс фото-видеофиксации нарушений ПДД";"Новослободская улица, д.73 стр.1";"37.589869";"55.79065";"в центр";"Выделенная полоса";"87815106";
240;"Комплекс фото-видеофиксации нарушений ПДД";"Новоспасский проезд. ( напротив д.24 по улице Крутицкий вал)";"37.661844";"55.729174";"в центр";"Выделенная полоса";"87815107";
241;"Комплекс фото-видеофиксации нарушений ПДД";"улица Обручева, д.13 Б";"37.515519";"55.659184";"к Ленинскому пр-ту";"Выделенная полоса";"87815108";
242;"Комплекс фото-видеофиксации нарушений ПДД";"Олимпийский проспект, напротив д.56, корп.1 по улице Сущевский вал";"37.62221";"55.79195";"в центр";"Проезд грузового транспорта";"87815109";
243;"Комплекс фото-видеофиксации нарушений ПДД";"улица Островитянова, д.53 (опора МГТ № 240)";"37.54276";"55.636075";"из центра";"Выделенная полоса + скорость";"87815110";
244;"Комплекс фото-видеофиксации нарушений ПДД";"Панфиловский проспект, д.1 (Дом мебели)";"37.196648";"56.00287";"к Ленинградскому шоссе.";"Контроль База + скорость";"87815111";
245;"Комплекс фото-видеофиксации нарушений ПДД";"Панфиловский проспект, корп.1101";"37.187194";"55.99274";"от Ленинградского шоссе";"Контроль База + скорость";"87815112";
246;"Комплекс фото-видеофиксации нарушений ПДД";"Панфиловский проспект, остановка Октябрьская (улица Калинина)";"37.183406";"55.988074";"к Ленинградскому шоссе";"Контроль База + скорость";"87815113";
247;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.98, корп.1 (опора МГТ № 198)";"37.527911";"55.645203";"из центра";"Выделенная полоса + скорость";"87815114";
248;"Комплекс фото-видеофиксации нарушений ПДД";"Пятницкое шоссе, д.17, стр.4";"37.379239";"55.844335";"в центр";"Выделенная полоса + скорость";"87815115";
249;"Комплекс фото-видеофиксации нарушений ПДД";"Пятницкое шоссе, МГО № 86 (д.24)";"37.3749";"55.846792";"из центра";"Выделенная полоса + скорость";"87815116";
250;"Комплекс фото-видеофиксации нарушений ПДД";"Рязанский проспект, д.73";"37.790986";"55.717806";"в центр";"Контроль База + скорость";"87815117";
251;"Комплекс фото-видеофиксации нарушений ПДД";"Садовое кольцо, внутр., опора МГТ № 478 (Серпуховская площадь)";"37.624446";"55.729827";"внутренняя сторона Садовое кольцо";"Выделенная полоса + скорость";"87815118";
252;"Комплекс фото-видеофиксации нарушений ПДД";"улица Свободы, д.79, корп.1";"37.448374";"55.863205";"из центра";"Контроль База + скорость";"87815119";
253;"Комплекс фото-видеофиксации нарушений ПДД";"улица Свободы, д.79, корп.1";"37.448456";"55.862191";"в центр";"Контроль База + скорость";"87815120";
254;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект, д.51, корп.2";"37.583487";"55.668013";"в центр";"Выделенная полоса + скорость";"87815121";
255;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК - 150 м. перед въездом в Кутузовский тоннель";"37.533904";"55.743716";"внутреннее кольцо ТТК";"Контроль База + скорость";"87815122";
256;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК - 150 м. перед въездом в Кутузовский тоннель";"37.53327";"55.744548";"внешнее кольцо ТТК";"Контроль база";"87815123";
257;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК - 5 км, МГО № 1325, съезд с Южнопортовой улицы";"37.693335";"55.717857";"внешнее кольцо ТТК";"Контроль база";"87815124";
258;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК - 19 км. + 200 м., перед мостом «Москва СИТИ»";"37.534916";"55.76079";"внешнее кольцо ТТК";"Контроль база";"87815125";
259;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0368, Автозаводская улица, напротив д.23";"37.641115";"55.704217";"внутреннее кольцо ТТК";"Контроль база";"87815126";
260;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 1063, Автозаводская улица, д.23, корп.12";"37.640077";"55.704323";"внешнее кольцо ТТК";"Контроль база";"87815127";
261;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0103, Верхняя Красносельская улица, д.9";"37.663047";"55.785603";"внутреннее кольцо ТТК";"Контроль база";"87815128";
262;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0084, Нижегородская эстакада";"37.697477";"55.738464";"внутреннее кольцо ТТК";"Контроль база";"87815129";
263;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0226, перед съездом на улице Шарикоподшипниковскую";"37.686822";"55.716422";"внутреннее кольцо ТТК";"Контроль база";"87815130";
264;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0506, Чурская эстакада";"37.607786";"55.701371";"внутреннее кольцо ТТК";"Контроль база";"87815131";
265;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0654, Лужнецкая эстакада";"37.565136";"55.719107";"внутреннее кольцо ТТК";"Контроль база";"87815132";
266;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0761, выезд с 1-го Сетуньского проезда";"37.543258";"55.732164";"внешнее кольцо ТТК";"Контроль база";"87815133";
267;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0782, выезд с улица Потылиха";"37.543551";"55.733226";"внутреннее кольцо ТТК";"Контроль база";"87815134";
268;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0782, перед Киевским путепроводом";"37.543509";"55.733139";"внутреннее кольцо ТТК";"Контроль база";"87815135";
269;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0838, 19 км. + 400 м., перед съездом на Звенигородское ш.";"37.535098";"55.760754";"внутреннее кольцо ТТК";"Контроль база";"87815136";
270;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0867, Лужнецкая эстакада";"37.561463";"55.720016";"внешнее кольцо ТТК";"Контроль база";"87815137";
271;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 1039, Чурская эстакада";"37.607351";"55.701261";"внешнее кольцо ТТК";"Контроль база";"87815138";
272;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 1362";"37.656323";"55.79076";"внутреннее кольцо ТТК";"Контроль база";"87815139";
273;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 1495, Нижегородская эстакада";"37.697865";"55.738242";"внешнее кольцо ТТК";"Контроль база";"87815140";
274;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0103, напротив Лобачика улицы, д.3 В";"37.66354";"55.785518";"внешнее кольцо ТТК";"Контроль база";"87815141";
275;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 0423, улица Новая Башиловка, д.1";"37.571013";"55.789171";"внутреннее кольцо ТТК";"Контроль база";"87815142";
276;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 1078, улица Новая Башиловка, д.14";"37.571037";"55.789452";"внешнее кольцо ТТК";"Контроль база";"87815143";
277;"Комплекс фото-видеофиксации нарушений ПДД";"ТТК, МГО № 1186, улица Сущёвский Вал д.18";"37.603218";"55.792608";"внутреннее кольцо ТТК";"Контроль база";"87815144";
278;"Комплекс фото-видеофиксации нарушений ПДД";"Университетский проспект, между Мичуринским проспектом и Менделеевской улицей, 170 м до перекреста с Менделеевской улицей";"37.531239";"55.708642";"";"Контроль База + скорость";"87815145";
279;"Комплекс фото-видеофиксации нарушений ПДД";"Университетский проспект, между Мичуринским проспектом и Менделеевской улицей, 175 м до перекрестка с Мичуринским проспектом";"37.5311315";"55.7098402";"";"Контроль База + скорость";"87815146";
280;"Комплекс фото-видеофиксации нарушений ПДД";"Фрунзенская набережная, д.38/1";"37.5843";"55.72026";"из центра";"Контроль База + скорость";"87815147";
281;"Комплекс фото-видеофиксации нарушений ПДД";"Центральный проспект, корп.302 А";"37.211401";"55.997799";"к Панфиловскому проспекту";"Контроль База + скорость";"87815148";
282;"Комплекс фото-видеофиксации нарушений ПДД";"Центральный проспект, корп.406";"37.210543";"55.998705";"от Панфиловского проспекта";"Контроль База + скорость";"87815149";
283;"Комплекс фото-видеофиксации нарушений ПДД";"Шарикоподшипниковая улица, д.15";"37.678406";"55.71581";"в центр";"Проезд грузового транспорта";"87815150";
284;"Комплекс фото-видеофиксации нарушений ПДД";"Шмитовский проезд., д.31";"37.537054";"55.755421";"в центр";"Проезд грузового транспорта";"87815151";
285;"Комплекс фото-видеофиксации нарушений ПДД";"Щелковское шоссе, д.50";"37.794449";"55.81";"из центра";"Выделенная полоса + скорость";"87815152";
286;"Комплекс фото-видеофиксации нарушений ПДД";"Щелковское шоссе, д.75/2";"37.800093";"55.810494";"в центр";"Выделенная полоса + скорость";"87815153";
287;"Комплекс фото-видеофиксации нарушений ПДД";"Щелковское шоссе, д.81";"37.81271";"55.811025";"в центр";"Выделенная полоса + скорость";"87815154";
288;"Комплекс фото-видеофиксации нарушений ПДД";"Щелковское шоссе, д.82";"37.815671";"55.810976";"из центра";"Выделенная полоса + скорость";"87815155";
289;"Комплекс фото-видеофиксации нарушений ПДД";"шоссе Энтузиастов, д.10/2";"37.702755";"55.748717";"из центра";"Скорость";"87815156";
290;"Комплекс фото-видеофиксации нарушений ПДД";"шоссе Энтузиастов, д.3";"37.690583";"55.747417";"в центр";"Скорость";"87815157";
291;"Комплекс фото-видеофиксации нарушений ПДД";"шоссе Энтузиастов, д.56";"37.769271";"55.761649";"из центра";"Скорость";"87815158";
292;"Комплекс фото-видеофиксации нарушений ПДД";"шоссе Энтузиастов, д.7 А";"37.702755";"55.748717";"в центр";"Выделенная полоса + скорость";"87815159";
293;"Комплекс фото-видеофиксации нарушений ПДД";"Ярославское шоссе, д.28";"37.693781";"55.861766";"из центра";"Выделенная полоса + скорость";"87815160";
294;"Комплекс фото-видеофиксации нарушений ПДД";"Ярославское шоссе, д.55 А";"37.691377";"55.860586";"в центр";"Выделенная полоса + скорость";"87815161";
295;"Комплекс фото-видеофиксации нарушений ПДД";"улица Гиляровского, д.61, корп.1, по улице Трифоновская";"37.633325";"55.790764";"в центр";"Проезд грузового транспорта";"87482547";
296;"Комплекс фото-видеофиксации нарушений ПДД";"улица Горбунова - МКАД";"37.383959";"55.723341";"в центр";"Контроль база";"87482549";
297;"Комплекс фото-видеофиксации нарушений ПДД";"улица Горбунова - МКАД";"37.379935";"55.72598";"внутренняя сторона МКАД";"Контроль база";"87482550";
298;"Комплекс фото-видеофиксации нарушений ПДД";"улица Горбунова - МКАД";"37.376866";"55.723801";"из центра";"Контроль база";"87482551";
299;"Комплекс фото-видеофиксации нарушений ПДД";"улица Горбунова - МКАД";"37.381926";"55.720707";"внутренняя сторона МКАД";"Контроль база";"87482552";
300;"Комплекс фото-видеофиксации нарушений ПДД";"Госпитальная набережная, д.4, стр.1а";"37.697805";"55.773717";"к Электрозаводскому мосту";"Контроль база";"87482553";
301;"Комплекс фото-видеофиксации нарушений ПДД";"Госпитальный переулок, д.4/6";"37.688578";"55.770665";"в центр";"Проезд грузового транспорта";"87482554";
302;"Комплекс фото-видеофиксации нарушений ПДД";"Даниловская набережная, д.6, корп.3";"37.639523";"55.707941";"в центр";"Скорость";"87482555";
303;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе - МКАД";"37.542835";"55.905211";"в центр";"Контроль база";"87482557";
304;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе - МКАД";"37.516317";"55.901034";"внутренняя сторона МКАД";"Контроль база";"87482558";
305;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе - МКАД";"37.580309";"55.91084";"внутренняя сторона МКАД";"Контроль база";"87482559";
306;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе - МКАД";"37.544459";"55.911112";"из центра";"Контроль база";"87482560";
307;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д. 11, стр.Б";"37.5759";"55.817203";"из центра";"Выделенная полоса";"87482561";
308;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.110, стр.2";"37.543503";"55.892353";"из центра";"Скорость";"87482562";
309;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.111";"37.543411";"55.882486";"в центр";"Выделенная полоса";"87482563";
310;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.133, стр.1";"37.542572";"55.890142";"в центр";"Скорость";"87482564";
311;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.149";"37.542761";"55.893719";"в центр";"Скорость";"87482565";
312;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.37, корп.1";"37.572671";"55.831569";"в центр";"Выделенная полоса+скорость";"87482566";
313;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.88";"37.548106";"55.871225";"из центра";"Скорость";"87482567";
314;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.9";"37.576506";"55.815244";"в центр";"Выделенная полоса";"87482568";
315;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.96, корп.1";"37.547067";"55.876942";"из центра";"Выделенная полоса";"87482569";
316;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.98, стр.1";"37.546094";"55.879241";"из центра";"Выделенная полоса";"87482570";
317;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, мост через Октябрьскую ж/д, МГТ № 135";"37.571711";"55.836822";"в центр";"Выделенная полоса";"87482571";
318;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.1, корп.1";"37.579189";"55.810969";"из центра";"Скорость";"87482572";
319;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.25, корп.1";"37.572997";"55.824647";"из центра";"Выделенная полоса";"87482573";
320;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.37, корп.1";"37.573014";"55.831304";"из центра";"Выделенная полоса+скорость";"87482574";
321;"Комплекс фото-видеофиксации нарушений ПДД";"Дмитровское шоссе, д.7, корп.2";"37.577603";"55.813561";"из центра";"Выделенная полоса";"87482575";
322;"Комплекс фото-видеофиксации нарушений ПДД";"Духовской переулок, д.14";"37.615256";"55.704708";"в центр";"Проезд грузового транспорта";"87482576";
323;"Комплекс фото-видеофиксации нарушений ПДД";"улица Дыбенко, д.38";"37.482319";"55.876935";"из центра";"Контроль база";"87482577";
324;"Комплекс фото-видеофиксации нарушений ПДД";"Енисейская улица, МГО № 25";"37.668586";"55.877931";"в центр";"Скорость";"87482578";
325;"Комплекс фото-видеофиксации нарушений ПДД";"Енисейская улица, д.21";"37.671472";"55.882422";"из центра";"Скорость";"87482579";
326;"Комплекс фото-видеофиксации нарушений ПДД";"Заповедная улица, д.2, МГО № 004";"37.629542";"55.869316";"от Дежнева пр-да";"Контроль база";"87482580";
327;"Комплекс фото-видеофиксации нарушений ПДД";"Звенигородское шоссе, д.25, стр.3";"37.545342";"55.765172";"в центр";"Проезд грузового транспорта";"87482581";
328;"Комплекс фото-видеофиксации нарушений ПДД";"Звенигородское шоссе, МГО № 20";"37.511094";"55.769722";"в центр";"Выделенная полоса";"87482582";
329;"Комплекс фото-видеофиксации нарушений ПДД";"Звенигородское шоссе, МГО № 44";"37.312805";"55.4648";"из центра";"Скорость";"87482583";
330;"Комплекс фото-видеофиксации нарушений ПДД";"Звенигородское шоссе, МГО № 55";"37.501864";"55.771086";"из центра";"Выделенная полоса";"87482584";
331;"Комплекс фото-видеофиксации нарушений ПДД";"Звенигородсое шоссе, МГО № 48";"37.546542";"55.765175";"из центра";"Выделенная полоса";"87482585";
332;"Комплекс фото-видеофиксации нарушений ПДД";"улица Земляной Вал, д.48 Б";"37.655809";"55.752135";"внутренняя сторона Садовое кольцо";"Скорость";"87482586";
333;"Комплекс фото-видеофиксации нарушений ПДД";"улица Золоторожский Вал, д.4, стр.4";"37.691178";"55.755058";"в центр";"Проезд грузового транспорта";"87482587";
334;"Комплекс фото-видеофиксации нарушений ПДД";"Кавказский бульвар, д.1/1, корп.1";"37.673315";"55.6351";"к Кантемировская улица";"Контроль база";"87482588";
335;"Комплекс фото-видеофиксации нарушений ПДД";"Кантемировская улица, д.53, корп.1";"37.650658";"55.637859";"от Пролетарского пр-та";"Контроль база";"87482589";
336;"Комплекс фото-видеофиксации нарушений ПДД";"проезд Карамзина - МКАД";"37.533359";"55.594134";"в центр";"Контроль база";"87482590";
337;"Комплекс фото-видеофиксации нарушений ПДД";"проезд Карамзина - МКАД";"37.544646";"55.587599";"внутренняя сторона МКАД";"Контроль база";"87482591";
338;"Комплекс фото-видеофиксации нарушений ПДД";"проезд Карамзина - МКАД";"37.525114";"55.592658";"внутренняя сторона МКАД";"Контроль база";"87482592";
339;"Комплекс фото-видеофиксации нарушений ПДД";"Каспийская улица, д.10";"37.683551";"55.630157";"от Каширского ш.";"Контроль база";"87482593";
340;"Комплекс фото-видеофиксации нарушений ПДД";"улица Борисовские Пруды, д.12, корп.1";"37.742878";"55.63663";"к Люблинской улице";"Скорость";"87482465";
341;"Комплекс фото-видеофиксации нарушений ПДД";"16-я Парковая улица, д.39, стр.1";"37.829651";"55.806028";"от Щелковского ш.";"Контроль база";"87476395";
342;"Комплекс фото-видеофиксации нарушений ПДД";"Березовой Рощи проезд, д.10";"37.518406";"55.788742";"к Авиаконструктора Микояна улице";"Скорость";"87482460";
343;"Комплекс фото-видеофиксации нарушений ПДД";"улица Дмитрия Ульянова, д.16, корп.1";"37.570061";"55.688602";"к Профсоюзной улице";"Контроль база";"87482556";
344;"Комплекс фото-видеофиксации нарушений ПДД";"Вешняковская улица, д.23";"37.829551";"55.72993";"от Молдагуловой улице";"Контроль база";"87482514";
345;"Комплекс фото-видеофиксации нарушений ПДД";"проспект 60-летия Октября, д.8 Б, стр.1";"37.576723";"55.695514";"к Профсоюзной улице";"Контроль база";"87476401";
346;"Комплекс фото-видеофиксации нарушений ПДД";"Боровая улица, д.22/2";"37.712173";"55.77345";"по Госпитальный Вал улице";"Контроль база";"87482469";
347;"Комплекс фото-видеофиксации нарушений ПДД";"улица Борисовские Пруды, д.19, корп.1";"37.722574";"55.635221";"к Люблинской улице";"Скорость";"87482468";
348;"Комплекс фото-видеофиксации нарушений ПДД";"Каширское шоссе - МКАД";"37.734289";"55.593636";"внутренняя сторона МКАД";"Контроль база+скорость";"87482594";
349;"Комплекс фото-видеофиксации нарушений ПДД";"Каширское шоссе - МКАД";"37.72326";"55.589481";"внутренняя сторона МКАД";"Контроль база+скорость";"87482595";
350;"Комплекс фото-видеофиксации нарушений ПДД";"Каширское шоссе - МКАД";"37.842222";"55.747378";"из центра";"Контроль база+скорость";"87482596";
351;"Комплекс фото-видеофиксации нарушений ПДД";"Каширское шоссе - МКАД, реконструкция";"37.725396";"55.596971";"в центр";"Контроль база";"87482597";
352;"Комплекс фото-видеофиксации нарушений ПДД";"Кетчерская улица - МКАД";"37.832697";"55.743878";"в центр";"Контроль база";"87482598";
353;"Комплекс фото-видеофиксации нарушений ПДД";"Кетчерская улица - МКАД";"37.842222";"55.747378";"внутренняя сторона МКАД";"Контроль база";"87482599";
354;"Комплекс фото-видеофиксации нарушений ПДД";"Кетчерская улица - МКАД";"37.841257";"55.739605";"внутренняя сторона МКАД";"Контроль база";"87482600";
355;"Комплекс фото-видеофиксации нарушений ПДД";"Кетчерская улица - МКАД";"37.853988";"55.744772";"из центра";"Контроль база";"87482601";
356;"Комплекс фото-видеофиксации нарушений ПДД";"Киевская улица, д.44/28";"37.537295";"55.739121";"в центр";"Проезд грузового транспорта";"87482602";
357;"Комплекс фото-видеофиксации нарушений ПДД";"Кировоградская улица, д.10, корп.1";"37.609666";"55.624586";"из центра";"Скорость";"87482603";
358;"Комплекс фото-видеофиксации нарушений ПДД";"Кировоградская улица, д.19, корп.1";"37.601216";"55.606073";"в центр";"Скорость";"87482604";
359;"Комплекс фото-видеофиксации нарушений ПДД";"Кировоградская улица, д.19, корп.1";"37.600722";"55.605715";"из центра";"Скорость";"87482605";
360;"Комплекс фото-видеофиксации нарушений ПДД";"Коломенский проезд, д.19, корп.2";"37.636626";"55.664195";"к Каширскому ш.";"Контроль база";"87482606";
361;"Комплекс фото-видеофиксации нарушений ПДД";"Коломенский проезд, д.4, стр.4";"37.636702";"55.664022";"к Андропова пр-ту";"Контроль база";"87482607";
362;"Комплекс фото-видеофиксации нарушений ПДД";"улица Комдива Орлова, д.33/7";"37.580253";"55.838953";"из центра";"Скорость";"87482608";
363;"Комплекс фото-видеофиксации нарушений ПДД";"Комсомольский проспект, д.20";"37.585625";"55.729286";"из центра";"Выделенная полоса";"87482609";
364;"Комплекс фото-видеофиксации нарушений ПДД";"Комсомольский проспект, д.44";"37.57271";"55.720331";"из центра";"Выделенная полоса";"87482610";
365;"Комплекс фото-видеофиксации нарушений ПДД";"Комсомольский проспект, дублер, д.49";"37.572372";"55.719619";"в центр";"Проезд грузового транспорта";"87482611";
366;"Комплекс фото-видеофиксации нарушений ПДД";"Коровинское шоссе, д.10";"37.533098";"55.870736";"из центра";"Скорость";"87482612";
367;"Комплекс фото-видеофиксации нарушений ПДД";"Коровинское шоссе, д.13, корп.1";"37.534478";"55.870275";"в центр";"Скорость";"87482613";
368;"Комплекс фото-видеофиксации нарушений ПДД";"улица Космонавта Волкова, д.10";"37.514008";"55.815616";"к Б.Академической улица";"Контроль база";"87482614";
369;"Комплекс фото-видеофиксации нарушений ПДД";"улица Косыгина, д.9";"37.567692";"55.706774";"в центр";"Скорость";"87482615";
370;"Комплекс фото-видеофиксации нарушений ПДД";"улица Косыгина, МГТ № 191, от Мосфильмовской улицы";"37.534789";"55.717981";"к Мичуринскому пр-ту";"Выделенная полоса+скорость";"87482616";
371;"Комплекс фото-видеофиксации нарушений ПДД";"улица Косыгина, МГТ № 194";"37.535383";"55.720375";"от Мичуринского пр-та к Мосфильмовской улица";"Выделенная полоса+скорость";"87482617";
372;"Комплекс фото-видеофиксации нарушений ПДД";"улица Коштоянца, д.47, корп.1";"37.476433";"55.672132";"к Лобачевского улица";"Контроль база";"87482618";
373;"Комплекс фото-видеофиксации нарушений ПДД";"Краснопрудная улица, д.1";"37.663578";"55.778536";"в центр";"Скорость";"87482619";
374;"Комплекс фото-видеофиксации нарушений ПДД";"Краснохолмская набережная, д.11, стр.1";"37.650121";"55.73335";"в центр";"Скорость";"87482620";
375;"Комплекс фото-видеофиксации нарушений ПДД";"Крутицкая набережная, д.7";"37.658604";"55.725497";"в центр";"Скорость";"87482621";
376;"Комплекс фото-видеофиксации нарушений ПДД";"Крылатская улица, д.14";"37.429317";"55.766632";"к Маршала Жукова пр-ту";"Контроль база";"87482622";
377;"Комплекс фото-видеофиксации нарушений ПДД";"улица Крымский Вал, д.9, стр.2";"37.603891";"55.732279";"внешняя сторона Садовое кольцо";"Скорость";"87482623";
378;"Комплекс фото-видеофиксации нарушений ПДД";"Крымский проезд, д.2, стр.1/53";"37.595384";"55.73586";"внутренняя сторона Садовое кольцо";"Скорость";"87482624";
379;"Комплекс фото-видеофиксации нарушений ПДД";"Кутузовский проспект, д.33";"37.539259";"55.741423";"в центр";"Проезд грузового транспорта + скорость";"87482625";
380;"Комплекс фото-видеофиксации нарушений ПДД";"улица Куусинена, д.19а";"37.511612";"55.788249";"к Хорошевскому ш.";"Скорость";"87482626";
381;"Комплекс фото-видеофиксации нарушений ПДД";"улица Куусинена, д.19";"37.512556";"55.787288";"от Хорошевского ш.";"Скорость";"87482627";
382;"Комплекс фото-видеофиксации нарушений ПДД";"Ладожская улица, напротив д.16";"37.687521";"55.771549";"в центр";"Проезд грузового транспорта";"87482628";
383;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинградское шоссе - МКАД";"37.465725";"55.88299";"внутренняя сторона МКАД";"Контроль база";"87482629";
384;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинградское шоссе - МКАД";"37.451658";"55.880558";"из центра";"Контроль база";"87482630";
385;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинградское шоссе, д.17";"37.494022";"55.823497";"в центр";"Выделенная полоса";"87482631";
386;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинградское шоссе, д.20/1";"37.492314";"55.8259";"из центра";"Выделенная полоса";"87482632";
387;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинградское шоссе, д.5";"37.505425";"55.809778";"в центр";"Выделенная полоса";"87482633";
388;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинградское шоссе, д.5А";"37.502133";"55.813586";"в центр";"Выделенная полоса";"87482634";
389;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинградское шоссе, д.80";"37.475597";"55.847553";"из центра";"Выделенная полоса";"87482635";
