ROWNUM;NAME;ADDRESS;X;Y;NAPRAVLENIE;USL_SPEED;GLOBALID;
390;"Комплекс фото-видеофиксации нарушений ПДД";"улица Ленинская Слобода, д.23/14";"37.646939";"55.704256";"в центр";"Проезд грузового транспорта";"87482636";
391;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект - МКАД";"37.455612";"55.637256";"в центр";"Контроль база+скорость";"87482637";
392;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект - МКАД";"37.46345";"55.635574";"внутренняя сторона МКАД";"Контроль база+скорость";"87482638";
393;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект - МКАД";"37.45531";"55.642851";"внутренняя сторона МКАД";"Контроль база+скорость";"87482639";
394;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект - МКАД";"37.465097";"55.641283";"из центра";"Контроль база+скорость";"87482640";
395;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект, д.57";"37.560486";"55.696597";"в центр";"Выделенная полоса";"87482641";
396;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект, д.60/2";"37.557508";"55.695603";"из центра";"Выделенная полоса";"87482642";
397;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект, д.72";"37.54095";"55.685111";"из центра";"Выделенная полоса";"87482643";
398;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект, д.81";"37.53935";"55.683367";"в центр";"Выделенная полоса";"87482644";
399;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект, д.90";"37.524639";"55.674108";"из центра";"Выделенная полоса";"87482645";
400;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект, д.91";"37.529792";"55.677347";"в центр";"Выделенная полоса";"87482646";
401;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект, д.99";"37.519539";"55.670014";"в центр";"Выделенная полоса";"87482647";
402;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект, д.89";"37.531053";"55.678189";"из центра";"Выделенная полоса";"87482648";
403;"Комплекс фото-видеофиксации нарушений ПДД";"Ленинский проспект, д.2 по улице Удальцова";"37.520442";"55.671331";"из центра";"Выделенная полоса";"87482649";
404;"Комплекс фото-видеофиксации нарушений ПДД";"Лианозовский проезд, д.8А";"37.547389";"55.900094";"к Дмитровскому ш.";"Контроль база";"87482650";
405;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица - МКАД";"37.684737";"55.579291";"в центр";"Контроль база";"87482651";
406;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица - МКАД";"37.69144";"55.571828";"из центра";"Контроль база";"87482652";
407;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица - МКАД";"37.694722";"55.578069";"внутренняя сторона МКАД";"Контроль база";"87482653";
408;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица - МКАД";"37.682162";"55.574216";"внутренняя сторона МКАД";"Контроль база";"87482654";
409;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица, д.20";"37.672503";"55.593572";"из центра";"Выделенная полоса";"87482655";
410;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица, д.34/25";"37.676442";"55.587193";"из центра";"Выделенная полоса";"87482656";
411;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица, д.48";"37.681847";"55.581592";"из центра";"Выделенная полоса";"87482657";
412;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица, д.7, корп.1";"37.681567";"55.582361";"в центр";"Выделенная полоса";"87482658";
413;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица, МГТ № 92";"37.661448";"55.612837";"из центра";"Выделенная полоса";"87482659";
414;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица, вл.2, корп.12";"37.668164";"55.606106";"в центр";"Выделенная полоса";"87482660";
415;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица, д.18";"37.672697";"55.595219";"в центр";"Выделенная полоса";"87482661";
416;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица, д.3 А, МГТ № 283";"37.678245";"55.585395";"в центр";"Выделенная полоса";"87482662";
417;"Комплекс фото-видеофиксации нарушений ПДД";"Липецкая улица, д.4";"37.671082";"55.600667";"в центр";"Выделенная полоса+скорость";"87482663";
418;"Комплекс фото-видеофиксации нарушений ПДД";"улица Лобачевского, д.108, к Рублевскому шоссе";"37.474303";"55.688294";"к Рублевскому ш.";"Выделенная полоса";"87482664";
419;"Комплекс фото-видеофиксации нарушений ПДД";"улица Лобачевского, д.120, к Рублевскому шоссе";"37.467031";"55.694025";"к Рублевскому ш.";"Выделенная полоса";"87482665";
420;"Комплекс фото-видеофиксации нарушений ПДД";"улица Лобачевского, д.22";"37.503111";"55.667394";"к Вернадского пр-ту";"Выделенная полоса";"87482666";
421;"Комплекс фото-видеофиксации нарушений ПДД";"улица Лобачевского, д.44";"37.499494";"55.66915";"к Вернадского пр-ту";"Выделенная полоса";"87482667";
422;"Комплекс фото-видеофиксации нарушений ПДД";"улица Лобачика, у д.7, стр.25 по Малой Красносельской улице";"37.660744";"55.787148";"в центр";"Проезд грузового транспорта";"87482668";
423;"Комплекс фото-видеофиксации нарушений ПДД";"Лужнецкий проезд, у д.38 по улице Хамовнический вал";"37.556353";"55.723889";"в центр";"Проезд грузового транспорта";"87482669";
424;"Комплекс фото-видеофиксации нарушений ПДД";"Люблинская улица, д.102 А";"37.743132";"55.651267";"из центра";"Выделенная полоса";"87482670";
425;"Комплекс фото-видеофиксации нарушений ПДД";"Люблинская улица, д.112 А, стр.2";"37.742094";"55.654247";"из центра";"Выделенная полоса";"87482671";
426;"Комплекс фото-видеофиксации нарушений ПДД";"Люблинская улица, д.117/4";"37.739022";"55.676178";"в центр";"Выделенная полоса";"87482672";
427;"Комплекс фото-видеофиксации нарушений ПДД";"Люблинская улица, д.15/46, стр.7 по Волгоградскому проспекту";"37.73095";"55.707061";"в центр";"Выделенная полоса";"87482673";
428;"Комплекс фото-видеофиксации нарушений ПДД";"Люблинская улица, д.37/1";"37.733857";"55.696186";"в центр";"Выделенная полоса";"87482674";
429;"Комплекс фото-видеофиксации нарушений ПДД";"Люблинская улица, д.46";"37.7379";"55.681783";"из центра";"Выделенная полоса";"87482675";
430;"Комплекс фото-видеофиксации нарушений ПДД";"Люблинская улица, напротив д.65 по Батайскому проезду";"37.738817";"55.676867";"из центра";"Выделенная полоса";"87482676";
431;"Комплекс фото-видеофиксации нарушений ПДД";"Люблинская улица, опора МГТ № 99";"37.735367";"55.691744";"в центр";"Выделенная полоса";"87482677";
432;"Комплекс фото-видеофиксации нарушений ПДД";"Люсиновская улица, владение 72 А";"37.622187";"55.714464";"из центра";"Скорость";"87482678";
433;"Комплекс фото-видеофиксации нарушений ПДД";"Люсиновская улица, д.4";"37.623042";"55.72737";"из центра";"Контроль база";"87482679";
434;"Комплекс фото-видеофиксации нарушений ПДД";"Малая Почтовая улица, напротив д.10";"37.686569";"55.772372";"в центр";"Проезд грузового транспорта";"87482680";
435;"Комплекс фото-видеофиксации нарушений ПДД";"улица Расковой, д.34";"37.57745";"55.791203";"в центр";"Проезд грузового транспорта";"87482681";
436;"Комплекс фото-видеофиксации нарушений ПДД";"Малая Тульская улица, напротив д.25, стр.38";"37.617744";"55.706892";"в центр";"Проезд грузового транспорта";"87482682";
437;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Маршала Жукова - МКАД";"37.349518";"55.796496";"из центра";"Контроль база+скорость";"87482683";
438;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Маршала Жукова - МКАД";"37.38107";"55.788006";"в центр";"Контроль база+скорость";"87482684";
439;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Маршала Жукова - МКАД";"37.369863";"55.784645";"внутренняя сторона МКАД";"Контроль база+скорость";"87482685";
440;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Маршала Жукова - МКАД";"37.377753";"55.795207";"внутренняя сторона МКАД";"Контроль база+скорость";"87482686";
441;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Маршала Жукова, д.59";"37.458858";"55.779353";"в центр";"Скорость";"87482687";
442;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Маршала Жукова, д.64, корп.1";"37.458036";"55.778508";"из центра";"Выделенная полоса";"87482688";
443;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Маршала Жукова, дублер, д.64, корп.1";"37.458036";"55.778508";"из центра";"Выделенная полоса";"87482689";
444;"Комплекс фото-видеофиксации нарушений ПДД";"улица Маршала Катукова - МКАД";"37.388725";"55.811314";"внутренняя сторона МКАД";"Контроль база+скорость";"87482690";
445;"Комплекс фото-видеофиксации нарушений ПДД";"улица Маршала Катукова - МКАД";"37.390933";"55.816565";"внутренняя сторона МКАД";"Контроль база+скорость";"87482691";
446;"Комплекс фото-видеофиксации нарушений ПДД";"улица Маршала Катукова - МКАД Неманский проезд, д.4к2";"37.392058";"55.813918";"в центр";"Контроль база";"87482692";
447;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Мира, д.102, корп.2";"37.636478";"55.802086";"из центра";"Скорость";"87482693";
448;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Мира, д.105";"37.638136";"55.814886";"в центр";"Выделенная полоса+скорость";"87482694";
449;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Мира, д.124";"37.638297";"55.816367";"из центра";"Скорость";"87482695";
450;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Мира, д.176";"37.644736";"55.823511";"из центра";"Выделенная полоса";"87482696";
451;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Мира, д.184, корп.1, выезд тоннеля";"37.649728";"55.828733";"из центра";"Скорость";"87482697";
452;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Мира, дублер, пересечение с улицей Космонавтов";"37.641403";"55.821431";"в центр";"Выделенная полоса";"87482698";
453;"Комплекс фото-видеофиксации нарушений ПДД";"улица Михайлова, напротив д.11";"37.764647";"55.72833";"к Коновалова ул.";"Контроль база";"87482699";
454;"Комплекс фото-видеофиксации нарушений ПДД";"Мичуринский проспект, д.20";"37.504842";"55.701533";"из центра";"Выделенная полоса";"87482700";
455;"Комплекс фото-видеофиксации нарушений ПДД";"Мичуринский проспект, д.21";"37.503039";"55.699789";"в центр";"Выделенная полоса";"87482701";
456;"Комплекс фото-видеофиксации нарушений ПДД";"Мичуринский проспект, напротив д.45 А, МГТ № 162";"37.4833";"55.689206";"из центра";"Выделенная полоса+скорость";"87482702";
457;"Комплекс фото-видеофиксации нарушений ПДД";"Мичуринский проспект, напротив д.70, МГТ № 283";"37.472186";"55.682756";"в центр";"Выделенная полоса+скорость";"87482703";
458;"Комплекс фото-видеофиксации нарушений ПДД";"улица Мневники, д.18";"37.489172";"55.773114";"из центра";"Скорость";"87482704";
459;"Комплекс фото-видеофиксации нарушений ПДД";"улица Мневники, д.25";"37.480506";"55.774333";"в центр";"Скорость";"87482705";
460;"Комплекс фото-видеофиксации нарушений ПДД";"Можайское шоссе - МКАД";"37.39197";"55.714648";"в центр";"Контроль база";"87482706";
461;"Комплекс фото-видеофиксации нарушений ПДД";"Можайское шоссе - МКАД";"37.38454";"55.716942";"внутренняя сторона МКАД";"Контроль база";"87482707";
462;"Комплекс фото-видеофиксации нарушений ПДД";"Можайское шоссе - МКАД";"37.392659";"55.70672";"внутренняя сторона МКАД";"Контроль база+скорость";"87482708";
463;"Комплекс фото-видеофиксации нарушений ПДД";"Можайское шоссе - МКАД";"37.39197";"55.714648";"из центра";"Контроль база";"87482709";
464;"Комплекс фото-видеофиксации нарушений ПДД";"улица Молдагуловой - МКАД";"37.834306";"55.718988";"в центр";"Контроль база";"87482710";
465;"Комплекс фото-видеофиксации нарушений ПДД";"улица Молдагуловой - МКАД";"37.83407";"55.719224";"в центр";"Контроль база";"87482711";
466;"Комплекс фото-видеофиксации нарушений ПДД";"улица Молдагуловой - МКАД";"37.842675";"55.717934";"из центра";"Контроль база";"87482712";
467;"Комплекс фото-видеофиксации нарушений ПДД";"улица Молдагуловой - МКАД";"37.839338";"55.720838";"внутренняя сторона МКАД";"Контроль база";"87482713";
468;"Комплекс фото-видеофиксации нарушений ПДД";"улица Молдагуловой - МКАД";"37.838306";"55.716499";"внутренняя сторона МКАД";"Контроль база";"87482714";
469;"Комплекс фото-видеофиксации нарушений ПДД";"Молодогвардейская улица - МКАД";"37.383223";"55.732757";"в центр";"Контроль база";"87482715";
470;"Комплекс фото-видеофиксации нарушений ПДД";"Молодогвардейская улица - МКАД";"37.375716";"55.732602";"внутренняя сторона МКАД";"Скорость";"87482716";
471;"Комплекс фото-видеофиксации нарушений ПДД";"Молодогвардейская улица - МКАД";"37.370056";"55.745458";"внутренняя сторона МКАД";"Контроль база+скорость";"87482717";
472;"Комплекс фото-видеофиксации нарушений ПДД";"улица Москворечье, д.1";"37.638427";"55.654687";"в центр";"Контроль база";"87482718";
473;"Комплекс фото-видеофиксации нарушений ПДД";"улица Москворечье, напротив д.1";"37.637397";"55.65534";"из центра";"Контроль база";"87482719";
474;"Комплекс фото-видеофиксации нарушений ПДД";"улица Мусы Джалиля, д.5, корп.1";"37.741971";"55.629641";"в центр";"Скорость";"87482720";
475;"Комплекс фото-видеофиксации нарушений ПДД";"Мякининский проезд - МКАД";"37.384047";"55.809368";"из центра";"Контроль база";"87482721";
476;"Комплекс фото-видеофиксации нарушений ПДД";"Мякининский проезд - МКАД";"37.386696";"55.806011";"внутренняя сторона МКАД";"Контроль база+скорость";"87482722";
477;"Комплекс фото-видеофиксации нарушений ПДД";"Мякининский проезд - МКАД";"37.389116";"55.810455";"внутренняя сторона МКАД";"Контроль база+скорость";"87482723";
478;"Комплекс фото-видеофиксации нарушений ПДД";"Мякининский проезд - МКАД Неманский проезд, д.11";"37.394303";"55.807773";"в центр";"Контроль база";"87482724";
479;"Комплекс фото-видеофиксации нарушений ПДД";"Мякининский проезд - МКАД Неманский проезд, д.13, корп.2";"37.391343";"55.809465";"в центр";"Контроль база";"87482725";
480;"Комплекс фото-видеофиксации нарушений ПДД";"Мякиниский проезд - МКАД, комплекс № 2";"37.380815";"55.809704";"из центра";"Контроль база";"87482726";
481;"Комплекс фото-видеофиксации нарушений ПДД";"Нагатинская набережная, напротив д.12, корп.2";"37.647056";"55.683975";"в центр";"Скорость";"87482727";
482;"Комплекс фото-видеофиксации нарушений ПДД";"улица Народного Ополчения, д.23";"37.478838";"55.778567";"к Маршала Жукова пр-ту";"Скорость";"87482728";
483;"Комплекс фото-видеофиксации нарушений ПДД";"улица Народного Ополчения, д.50";"37.495773";"55.794729";"к Ленинградскому пр-ту";"Скорость";"87482729";
484;"Комплекс фото-видеофиксации нарушений ПДД";"улица Народного Ополчения, напротив д.34/1 по Карамышевской набережной";"37.474322";"55.769397";"к Нижние Мневники ул.";"Скорость";"87482730";
485;"Комплекс фото-видеофиксации нарушений ПДД";"Нахимовский проспект, д.25, корп.1";"37.520821";"55.754588";"к Варшавскому ш.";"Скорость";"87482731";
486;"Комплекс фото-видеофиксации нарушений ПДД";"Неманский проезд - МКАД Неманский проезд, д.8к1";"37.390677";"55.807096";"в центр";"Контроль база";"87482732";
487;"Комплекс фото-видеофиксации нарушений ПДД";"Нижегородская улица, д.86, корп.А";"37.71888";"55.731553";"из центра";"Скорость";"87482733";
488;"Комплекс фото-видеофиксации нарушений ПДД";"Нижняя Краснохолмская улица, напротив д.46-50, стр.1";"37.644963";"55.735414";"по Космодамианской наб.";"Скорость";"87482734";
489;"Комплекс фото-видеофиксации нарушений ПДД";"улица Николая Старостина - МКАД";"37.845896";"55.731229";"из центра";"Контроль база";"87482735";
490;"Комплекс фото-видеофиксации нарушений ПДД";"улица Николая Старостина - МКАД";"37.841611";"55.739593";"внутренняя сторона МКАД";"Контроль база";"87482736";
491;"Комплекс фото-видеофиксации нарушений ПДД";"Никулинская улица, напротив д.5, корп.1, по Востряковскому шоссе";"37.554347";"55.774358";"к Мичуринскому пр-ту";"Контроль база";"87482737";
492;"Комплекс фото-видеофиксации нарушений ПДД";"улица Новинки, д.13, а";"37.671464";"55.676633";"в центр";"Контроль база";"87482738";
493;"Комплекс фото-видеофиксации нарушений ПДД";"Новинский бульвар, д.15";"37.583532";"55.754415";"внутренняя сторона Садовое кольцо";"Скорость";"87482739";
494;"Комплекс фото-видеофиксации нарушений ПДД";"Новинский бульвар, д.18, стр.1";"37.583762";"55.754439";"внутренняя сторона Садовое кольцо";"Скорость";"87482740";
495;"Комплекс фото-видеофиксации нарушений ПДД";"Новоданиловская набережная, МГО № 002";"37.627225";"55.705841";"в центр";"Проезд грузового транспорта + скорость";"87482741";
496;"Комплекс фото-видеофиксации нарушений ПДД";"Новоданиловская набережная, напротив д.25 А, стр.6 по Варшавскому шоссе";"37.626567";"55.69422";"в центр";"Скорость";"87482742";
497;"Комплекс фото-видеофиксации нарушений ПДД";"Новодевичья набережная на пересечении с Новодевичьим пр-ом";"37.556311";"55.73005";"в центр";"Проезд грузового транспорта";"87482743";
498;"Комплекс фото-видеофиксации нарушений ПДД";"Новокуркинское шоссе, д.51";"37.389628";"55.908704";"от Машкинского ш.";"Скорость";"87482744";
499;"Комплекс фото-видеофиксации нарушений ПДД";"Новокуркинское шоссе, напротив д.51";"37.389956";"55.910454";"к Машкинскому ш.";"Скорость";"87482745";
500;"Комплекс фото-видеофиксации нарушений ПДД";"Новорогожская улица, напротив дома 27";"37.694636";"55.737986";"в центр";"Проезд грузового транспорта";"87482746";
501;"Комплекс фото-видеофиксации нарушений ПДД";"Новоспасский проезд, напротив д.9, стр.1 по улице Динамовская";"37.659906";"55.731581";"из центра";"Выделенная полоса";"87482747";
502;"Комплекс фото-видеофиксации нарушений ПДД";"Новосущёвская улица, д.19А";"37.604208";"55.791481";"в центр";"Проезд грузового транспорта";"87482748";
503;"Комплекс фото-видеофиксации нарушений ПДД";"Новоясеневский проспект, д.13, корп.1";"37.536168";"55.605475";"к Профсоюзной ул.";"Скорость";"87482749";
504;"Комплекс фото-видеофиксации нарушений ПДД";"Новоясеневский проспект, д.24";"37.529703";"55.606687";"от Профсоюзной ул.";"Скорость";"87482750";
505;"Комплекс фото-видеофиксации нарушений ПДД";"улица Новый Арбат, д.36/9";"37.577857";"55.752697";"из центра";"Скорость";"87482751";
506;"Комплекс фото-видеофиксации нарушений ПДД";"улица Образцова, д.29";"37.609688";"55.791776";"в центр";"Проезд грузового транспорта";"87482752";
507;"Комплекс фото-видеофиксации нарушений ПДД";"Озерная улица, напротив д.35, МГТ № 320";"37.452803";"55.668022";"из центра";"Выделенная полоса";"87482753";
508;"Комплекс фото-видеофиксации нарушений ПДД";"Озерная улица, напротив д.44";"37.446522";"55.667119";"в центр";"Выделенная полоса+скорость";"87482754";
509;"Комплекс фото-видеофиксации нарушений ПДД";"Октябрьская улица, напротив д.42";"37.613242";"55.792483";"в центр";"Проезд грузового транспорта";"87482755";
510;"Комплекс фото-видеофиксации нарушений ПДД";"Олимпийский проспект, напротив д.16, стр.1";"37.623104";"55.781168";"в центр";"Скорость";"87482756";
511;"Комплекс фото-видеофиксации нарушений ПДД";"Ольховская улица, д.49";"37.674885";"55.777927";"в центр";"Проезд грузового транспорта";"87482757";
512;"Комплекс фото-видеофиксации нарушений ПДД";"Онежская улица, д.36";"37.509528";"55.858916";"из центра";"Контроль база";"87482758";
513;"Комплекс фото-видеофиксации нарушений ПДД";"Ореховый бульвар, д.39, корп.1";"37.738594";"55.613709";"к Каширскому ш.";"Скорость";"87482759";
514;"Комплекс фото-видеофиксации нарушений ПДД";"Осташковское шоссе - МКАД";"37.668341";"55.895586";"внутренняя сторона МКАД";"Контроль база+скорость";"87482760";
515;"Комплекс фото-видеофиксации нарушений ПДД";"Осташковское шоссе - МКАД";"37.677883";"55.894881";"внутренняя сторона МКАД";"Контроль база+скорость";"87482761";
516;"Комплекс фото-видеофиксации нарушений ПДД";"Осташковское шоссе - МКАД";"37.672504";"55.898051";"из центра";"Контроль база+скорость";"87482762";
517;"Комплекс фото-видеофиксации нарушений ПДД";"Осташковское шоссе - МКАД Комплекс № 1";"37.673503";"55.893074";"в центр";"Контроль база";"87482763";
518;"Комплекс фото-видеофиксации нарушений ПДД";"Осташковское шоссе - МКАД Комплекс № 2";"37.672888";"55.893228";"в центр";"Контроль база";"87482764";
519;"Комплекс фото-видеофиксации нарушений ПДД";"Панфиловский проспект, корп.1011";"37.181366";"55.986198";"от Ленинградского ш.";"Скорость";"87482765";
520;"Комплекс фото-видеофиксации нарушений ПДД";"Панфиловский проспект, корп.1204";"37.191159";"55.996732";"к Ленинградскому ш.";"Скорость";"87482766";
521;"Комплекс фото-видеофиксации нарушений ПДД";"Панфиловский проспект, корп.22";"37.194678";"56.000931";"от Ленинградского ш.";"Скорость";"87482767";
522;"Комплекс фото-видеофиксации нарушений ПДД";"Панфиловский проспект, напротив, корп.1818а";"37.167926";"55.977987";"от Ленинградского ш.";"Скорость";"87482768";
523;"Комплекс фото-видеофиксации нарушений ПДД";"улица Паперника, напротив д.18";"37.671464";"55.676633";"от Рязанского пр-та";"Контроль база";"87482769";
524;"Комплекс фото-видеофиксации нарушений ПДД";"Первомайская улица, д.66";"37.797399";"55.793131";"из центра";"Скорость";"87482770";
525;"Комплекс фото-видеофиксации нарушений ПДД";"улица Подвойского, д.24, к Шмитовскому проезду";"37.537664";"55.764961";"в центр";"Проезд грузового транспорта";"87482771";
526;"Комплекс фото-видеофиксации нарушений ПДД";"улица Поляны - МКАД";"37.566808";"55.576779";"из центра";"Контроль база";"87482772";
527;"Комплекс фото-видеофиксации нарушений ПДД";"улица Поляны - МКАД";"37.57659";"55.579817";"внутренняя сторона МКАД";"Контроль база+скорость";"87482773";
528;"Комплекс фото-видеофиксации нарушений ПДД";"улица Поляны - МКАД";"37.567578";"55.582473";"внутренняя сторона МКАД";"Контроль база+скорость";"87482774";
529;"Комплекс фото-видеофиксации нарушений ПДД";"улица Поляны, д.7";"37.55074";"55.552259";"в центр";"Скорость";"87482775";
530;"Комплекс фото-видеофиксации нарушений ПДД";"улица Правды, д.26";"37.583764";"55.791072";"в центр";"Проезд грузового транспорта";"87482776";
531;"Комплекс фото-видеофиксации нарушений ПДД";"проезд 657, корп.1620";"37.156195";"55.970184";"от Каменка ул.";"Скорость";"87482777";
532;"Комплекс фото-видеофиксации нарушений ПДД";"проезд 657, напротив, корп.1650";"37.159519";"55.96994";"к Каменка ул.";"Скорость";"87482778";
533;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5175 - МКАД";"37.825412";"55.644042";"внутренняя сторона МКАД";"Контроль база+скорость";"87482779";
534;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5175 - МКАД";"37.815579";"55.638364";"внутренняя сторона МКАД";"Контроль база+скорость";"87482780";
535;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5175-МКАД";"37.815594";"55.641013";"в центр";"Контроль база";"87482781";
536;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5175-МКАД";"37.824735";"55.638961";"из центра";"Контроль база";"87482782";
537;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5396 напротив д.16, корп.6 по улице Борисовские пруды";"37.7506";"55.632208";"из центра";"Выделенная полоса";"87482783";
538;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5396 напротив д.21, корп.2 по Братеевской улице";"37.750408";"55.633486";"в центр";"Выделенная полоса";"87482784";
539;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5396, напротив д.16, корп.2 по улице Борисовские пруды";"37.749219";"55.635867";"из центра";"Выделенная полоса";"87482785";
540;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5396-МКАД";"37.77186";"55.619359";"в центр";"Контроль база";"87482786";
541;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5396-МКАД";"37.786702";"55.616987";"из центра";"Контроль база";"87482787";
542;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5396-МКАД";"37.785494";"55.61934";"внутренняя сторона МКАД";"Контроль база+скорость";"87482788";
543;"Комплекс фото-видеофиксации нарушений ПДД";"Проектируемый проезд № 5396-МКАД";"37.765567";"55.608735";"внутренняя сторона МКАД";"Контроль база+скорость";"87482789";
544;"Комплекс фото-видеофиксации нарушений ПДД";"Пролетарский проспект, д.39";"37.660133";"55.632353";"в центр";"Выделенная полоса";"87482790";
545;"Комплекс фото-видеофиксации нарушений ПДД";"Пролетарский проспект, напротив д.19, корп.1";"37.655339";"55.64146";"из центра";"Выделенная полоса";"87482791";
546;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица - МКАД";"37.494588";"55.612508";"в центр";"Контроль база";"87482792";
547;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица - МКАД";"37.488009";"55.614938";"внутренняя сторона МКАД";"Контроль база+скорость";"87482793";
548;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица - МКАД";"37.487687";"55.608173";"из центра";"Контроль база+скорость";"87482794";
549;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица - МКАД № 1";"37.496012";"55.6081";"внутренняя сторона МКАД";"Контроль база+скорость";"87482795";
550;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица - МКАД № 2";"37.492772";"55.609242";"внутренняя сторона МКАД";"Контроль база+скорость";"87482796";
551;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.102, стр.1";"37.520234";"55.633799";"из центра";"Выделенная полоса";"87482797";
552;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.24, корп.1";"37.564533";"55.679333";"из центра";"Выделенная полоса";"87482798";
553;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.36, корп.1";"37.560405";"55.675866";"из центра";"Выделенная полоса";"87482799";
554;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.49, корп.1";"37.550144";"55.665872";"в центр";"Выделенная полоса";"87482800";
555;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.54";"37.555867";"55.671611";"из центра";"Выделенная полоса";"87482801";
556;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.60, корп.2";"37.551781";"55.667718";"из центра";"Выделенная полоса";"87482802";
557;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.77";"37.530931";"55.647875";"в центр";"Выделенная полоса";"87482803";
558;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.85, корп.1";"37.527454";"55.644097";"в центр";"Выделенная полоса";"87482804";
559;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.8к1";"37.571372";"55.685958";"из центра";"Выделенная полоса";"87482805";
560;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.93 А";"37.524783";"55.640042";"в центр";"Выделенная полоса";"87482806";
561;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, д.99";"37.522433";"55.636894";"в центр";"Выделенная полоса";"87482807";
562;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, МГТ № 180";"37.5306";"55.648034";"из центра";"Выделенная полоса";"87482808";
563;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, МГТ № 305";"37.520464";"55.634586";"в центр";"Выделенная полоса";"87482809";
564;"Комплекс фото-видеофиксации нарушений ПДД";"Профсоюзная улица, напротив д.30, корп.1";"37.563378";"55.678256";"в центр";"Выделенная полоса";"87482810";
